complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-12766,Persistent spam callers harassing our business number despite DND activation.,Persistent Telemarketing Harassment,Cyber Crime,Phishing / Scam Calls,Cyber Crime,MEDIUM,Medium,Slum Area,191,5,0,1,3.0,23.02435,88.44343,Ward 20,"Industrial Park Gate #1, Rabindra Path, Ward 20"
CMP-12767,"Unauthorized fraudulent net banking transfers totaling ₹80,000 drained from savings account.","Unauthorized Bank Transfer ₹80,000",Cyber Crime,Net Banking Fraud,Cyber Crime,HIGH,High,Highway,65,12,0,1,1.8,23.00082,88.47035,Ward 8,"Government Girls High School, Kalyani Highway, Ward 8"
CMP-12768,Large ongoing cyber heist: over ₹10 Lakhs actively being siphoned from corporate payroll account right now! Freeze accounts immediately!,Emergency Live Cyber Heist in Progress,Cyber Crime,Net Banking Fraud,Cyber Crime,CRITICAL,Critical,Public Park,1038,3,1,1,0.9,22.95696,88.43747,Ward 13,"Electricity Substation, Hospital Road, Ward 13"
CMP-12769,"महिला केंद्र के पास स्ट्रीट लाइट धीमी है, अतिरिक्त प्रकाश की व्यवस्था की जाए।",महिला केंद्र के पास प्रकाश की मांग,Women & Child Safety,Street Harassment / Eve Teasing,Women & Child Safety,LOW,Low,Residential,49,10,0,1,2.8,22.99495,88.3984,Ward 10,"Clock Tower Crossing, Shanti Nagar Main Road, Ward 10"
CMP-12770,স্কুল ছুটির সময় Clock Tower Crossing-এর সামনে কিছু বখাটে ছেলে দাঁড়িয়ে অযথা ভিড় করছে।,স্কুলের সামনে বখাটেদের উপদ্রব,Women & Child Safety,Street Harassment / Eve Teasing,Women & Child Safety,MEDIUM,Medium,Hospital,137,6,0,1,2.1,22.95897,88.42737,Ward 15,"Clock Tower Crossing, Barrackpore Trunk Road, Ward 15"
CMP-12771,Child safety concern reported at private coaching center near Children's Park; physical abuse suspected.,Child Safety Concern at Coaching Center,Women & Child Safety,Child Abuse / Neglect,Women & Child Safety,HIGH,High,Commercial,288,2,0,1,0.9,23.04246,88.44005,Ward 20,"Children's Park, School Lane, Ward 20"
CMP-12772,"একটি শিশু এই মুহূর্তে Post Office Square-এর কাছে চরম বিপদের মধ্যে আছে, দ্রুত সাহায্য পাঠান!",শিশু চরম বিপদে,Women & Child Safety,Child Abuse / Neglect,Women & Child Safety,CRITICAL,Critical,School,558,2,1,1,0.5,22.9966,88.45323,Ward 18,"Post Office Square, School Lane, Ward 18"
CMP-12773,Street name sign board is slightly tilted on Shanti Nagar Main Road.,Tilted Sign Board,Traffic & Road Safety,Missing Road Signage,Traffic & Road Safety,LOW,Low,School,11,9,0,0,4.4,22.99602,88.41337,Ward 8,"Electricity Substation, Shanti Nagar Main Road, Ward 8"
CMP-12774,"Traffic signal timer at Government Girls High School is mistimed, causing 15 minute delays during rush hour.",Signal Timer Synchronization Required,Traffic & Road Safety,Traffic Congestion,Traffic & Road Safety,MEDIUM,Medium,Slum Area,180,20,0,0,2.7,22.92474,88.4009,Ward 1,"Government Girls High School, Hospital Road, Ward 1"
CMP-12775,Public Library मुख्य चौराहे पर ट्रैफिक लाइट बंद होने से गंभीर जाम और दुर्घटना की आशंका है।,व्यस्त चौराहे पर ट्रैफिक सिग्नल बंद,Traffic & Road Safety,Traffic Signal Failure,Traffic & Road Safety,HIGH,High,Public Park,226,10,0,0,2.2,23.01604,88.43564,Ward 2,"Public Library, College Street, Ward 2"
CMP-12776,Speeding out-of-control truck rammed into market crowd on College Street! Multiple casualties lying on road!,Major Vehicle Crash Into Pedestrians,Traffic & Road Safety,Dangerous / Rash Driving,Traffic & Road Safety,CRITICAL,Critical,Commercial,258,1,1,0,1.3,22.971,88.42791,Ward 1,"Clock Tower Crossing, College Street, Ward 1"
CMP-12777,Small chip in concrete curb stone near Post Office Square garden.,Chipped Curb Stone,Roads & Public Works,Broken Divider / Railing,Roads & Public Works,LOW,Low,Commercial,1,1,0,0,6.6,22.97188,88.42862,Ward 17,"Post Office Square, Industrial Estate Road, Ward 17"
CMP-12778,Kalyani Highway पर सड़क उखड़ गई है और गड्ढों से वाहनों की गति धीमी हो रही है।,सड़क पर गड्ढे और परेशानी,Roads & Public Works,Pothole / Crater,Roads & Public Works,MEDIUM,Medium,Residential,112,6,0,0,4.4,22.97875,88.45181,Ward 1,"Water Tank #4, Kalyani Highway, Ward 1"
CMP-12779,व्यस्त सड़क पर बड़े गड्ढे के कारण वाहन अचानक ब्रेक लगा रहे हैं और दुर्घटना की संभावना बढ़ गई है।,व्यस्त सड़क पर जानलेवा गड्ढा,Roads & Public Works,Pothole / Crater,Roads & Public Works,HIGH,High,Commercial,61,10,0,0,2.9,22.9847,88.40974,Ward 10,"Government Girls High School, Bazaar Street, Ward 10"
CMP-12780,"Major structural crack visible on bridge pier on Railway Colony Road; bridge vibrating violently under load, collapse imminent!",Critical Bridge Pier Structural Failure,Roads & Public Works,Damaged Bridge / Flyover,Roads & Public Works,CRITICAL,Critical,Residential,200,3,1,0,1.2,22.97872,88.42972,Ward 8,"Children's Park, Railway Colony Road, Ward 8"
CMP-12781,"Old Court Road-এ ফুটপাথের ধারে সামান্য জল জমে আছে, কোনও জরুরি বিপদ নেই।",ফুটপাথের ধারে সামান্য জল,Drainage & Sewerage,Waterlogging / Stagnant Water,Drainage & Sewerage,LOW,Low,Public Park,42,2,0,0,5.5,22.9746,88.49859,Ward 2,"Kalyani Stadium, Old Court Road, Ward 2"
CMP-12782,नाली जाम होने से हल्की बारिश में सड़क पर पानी भर रहा है।,जाम नाली से जलभराव,Drainage & Sewerage,Blocked / Clogged Drain,Drainage & Sewerage,MEDIUM,Medium,School,155,7,0,0,3.2,22.92525,88.44231,Ward 11,"Water Tank #4, School Lane, Ward 11"
CMP-12783,Ring Road-এ ভয়াবহ জল জমে দোকান ও বাড়ির ভেতরে নোংরা জল ঢুকে পড়েছে।,মারাত্মক জলমগ্ন এলাকা,Drainage & Sewerage,Waterlogging / Stagnant Water,Drainage & Sewerage,HIGH,High,Commercial,742,14,0,0,2.2,22.9829,88.4486,Ward 2,"Community Health Center, Ring Road, Ward 2"
CMP-12784,An uncovered manhole is directly beside a school entrance on Lake View Road and children could fall into it! Immediate fatality risk!,Uncovered Manhole at School Gate,Drainage & Sewerage,Open / Missing Manhole,Drainage & Sewerage,CRITICAL,Critical,Industrial,946,4,1,0,1.5,22.93732,88.42008,Ward 1,"City Central Station, Lake View Road, Ward 1"
CMP-12785,এই সপ্তাহে একদিন আমাদের গলির আবর্জনা সংগ্রহের গাড়ি আসেনি।,একদিন ময়লা সংগ্রহ বাদ,Solid Waste Management,Missed Door-to-Door Collection,Solid Waste Management,LOW,Low,Market,48,10,0,0,4.0,22.99426,88.48884,Ward 15,"Community Health Center, School Lane, Ward 15"
CMP-12786,Garbage has been accumulating for several days in our residential area vat near City Central Station.,Uncleared Residential Waste Vat,Solid Waste Management,Overflowing Garbage Vat / Bin,Solid Waste Management,MEDIUM,Medium,Market,191,4,0,0,2.7,22.97358,88.41174,Ward 14,"City Central Station, Old Court Road, Ward 14"
CMP-12787,भीड़भाड़ वाले बाजार के पास कचरे का विशाल ढेर गंभीर बीमारी का खतरा पैदा कर रहा है।,बाजार में भारी कचरा ढेर,Solid Waste Management,Overflowing Garbage Vat / Bin,Solid Waste Management,HIGH,High,Residential,144,3,0,0,1.5,22.96018,88.45038,Ward 13,"Bus Terminus, Ring Road, Ward 13"
CMP-12788,"পানীয় জলের ট্যাংকের পাশে বিষাক্ত হাসপাতাল বর্জ্য এবং রক্তমাখা সিরিঞ্জ ফেলা হয়েছে, চরম বিপর্যয়!",বিষাক্ত বায়োমেডিকেল বর্জ্য,Solid Waste Management,Hazardous Biomedical Waste,Solid Waste Management,CRITICAL,Critical,School,1461,1,1,0,1.0,22.94191,88.4231,Ward 10,"Municipal Market, Temple Road, Ward 10"
CMP-12789,One streetlight near my house has stopped working on Kalyani Highway. There is no immediate danger.,Single Streetlight Not Working,Street Lighting & Electrical,Streetlight Completely Off,Street Lighting & Electrical,LOW,Low,Hospital,7,7,0,0,4.6,22.98379,88.44822,Ward 20,"Community Health Center, Kalyani Highway, Ward 20"
CMP-12790,"हमारे मोहल्ले में कई स्ट्रीट लाइटें एक हफ्ते से खराब हैं, रात में अंधेरा रहता है।",कई स्ट्रीट लाइटें बंद,Street Lighting & Electrical,Streetlight Completely Off,Street Lighting & Electrical,MEDIUM,Medium,School,109,20,0,0,2.9,23.01566,88.4399,Ward 14,"City Central Station, Gandhi Marg, Ward 14"
CMP-12791,व्यस्त सड़क पर स्ट्रीट लाइट बंद होने से भारी अंधेरा है और लगातार हादसे हो रहे हैं।,व्यस्त सड़क पर अंधेरा और हादसे,Street Lighting & Electrical,Streetlight Completely Off,Street Lighting & Electrical,HIGH,High,Industrial,351,10,0,0,1.7,22.95211,88.44024,Ward 13,"Public Library, Rabindra Path, Ward 13"
CMP-12792,सड़क पर बिजली का नंगा तार गिर गया है और लोगों को करंट लगने का गंभीर खतरा है!,सड़क पर लाइव बिजली का तार,Street Lighting & Electrical,Exposed Junction Box,Street Lighting & Electrical,CRITICAL,Critical,Residential,1252,4,1,0,0.5,22.97039,88.42885,Ward 17,"Children's Park, College Street, Ward 17"
CMP-12793,Minor voltage drop observed occasionally during afternoon on Rabindra Path.,Minor Voltage Drop,Electricity & Power,Frequent Voltage Fluctuation,Electricity & Power,LOW,Low,Public Park,36,9,0,0,3.0,22.95179,88.45424,Ward 19,"Water Tank #4, Rabindra Path, Ward 19"
CMP-12794,Continuous voltage fluctuations damaging household appliances in residential block on Barrackpore Trunk Road.,Frequent Household Voltage Spikes,Electricity & Power,Frequent Voltage Fluctuation,Electricity & Power,MEDIUM,Medium,Highway,172,5,0,0,2.1,22.97754,88.44166,Ward 1,"Town Hall Complex, Barrackpore Trunk Road, Ward 1"
CMP-12795,"পাড়ার ট্রান্সফর্মার থেকে ধোঁয়া বের হচ্ছে এবং তেল চুঁইয়ে পড়ছে, বড় বিপদের আশঙ্কা।",ট্রান্সফর্মার থেকে তেল লিক,Electricity & Power,Transformer Sparking / Overheating,Electricity & Power,HIGH,High,Slum Area,234,7,0,0,1.4,23.00607,88.43709,Ward 3,"Water Tank #4, Shanti Nagar Main Road, Ward 3"
CMP-12796,"हाई टेंशन 11KV बिजली का तार टूटकर सड़क पर गिरा है, तुरंत बिजली सप्लाई बंद करें!",हाई टेंशन तार टूटने का खतरा,Electricity & Power,Open Live Wire / Electrical Hazard,Electricity & Power,CRITICAL,Critical,Industrial,1429,2,1,0,0.5,23.01575,88.44326,Ward 1,"City Central Station, Bazaar Street, Ward 1"
CMP-12797,Requesting fire department safety audit and certification for community building on Hospital Road.,Routine Fire Safety Audit Request,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,LOW,Low,Slum Area,45,6,0,0,1.6,22.94366,88.4439,Ward 17,"Water Tank #4, Hospital Road, Ward 17"
CMP-12798,Blocked emergency fire exit staircase in commercial building on Bazaar Street.,Blocked Fire Exit Staircase,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,MEDIUM,Medium,Public Park,92,5,0,0,1.1,23.01435,88.42535,Ward 1,"City Central Station, Bazaar Street, Ward 1"
CMP-12799,"Hospital Road-এ বন্ধ গোডাউন থেকে তীব্র রান্নার গ্যাসের গন্ধ বের হচ্ছে, বিস্ফোরণের ঝুঁকি।",তীব্র গ্যাস লিক গন্ধ,Fire & Emergency Services,LPG Cylinder Leak / Blast,Fire & Emergency Services,HIGH,High,Highway,522,7,0,0,0.6,22.99739,88.45713,Ward 17,"Municipal Market, Hospital Road, Ward 17"
CMP-12800,"ভয়াবহ আগুন! Market Bypass-এ বহুতল ভবনে আগুন লেগেছে এবং মানুষ ভেতরে আটকে আছে, দ্রুত দমকল পাঠান!",বহুতলে ভয়াবহ আগুন,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,CRITICAL,Critical,Hospital,1006,4,1,0,0.5,22.99191,88.43306,Ward 3,"Electricity Substation, Market Bypass, Ward 3"
CMP-12801,Small moisture seep around underground valve chamber on Barrackpore Trunk Road.,Valve Chamber Seepage,Water Supply,Pipeline Burst / Leakage,Water Supply,LOW,Low,Industrial,25,10,0,0,4.9,23.00412,88.44963,Ward 3,"Sub-Divisional Court, Barrackpore Trunk Road, Ward 3"
CMP-12802,Repeated low water pressure during morning municipal supply hours on Rabindra Path.,Morning Water Supply Low Pressure,Water Supply,Low Pressure / No Supply,Water Supply,MEDIUM,Medium,Market,86,5,0,0,3.0,23.00881,88.37488,Ward 5,"Clock Tower Crossing, Rabindra Path, Ward 5"
CMP-12803,"नलों से बदबूदार और दूषित पानी आ रहा है, कई लोग बीमार पड़ रहे हैं।",दूषित पेयजल आपूर्ति,Water Supply,Contaminated / Muddy Water,Water Supply,HIGH,High,Slum Area,216,4,0,0,2.4,22.93235,88.41832,Ward 11,"Post Office Square, School Lane, Ward 11"
CMP-12804,Acute toxic cholera outbreak in slum area on Kalyani Highway due to poisoned municipal water line; children in critical dehydration condition!,Fatal Cholera Outbreak From Water Contamination,Water Supply,Contaminated / Muddy Water,Water Supply,CRITICAL,Critical,Highway,1458,3,1,0,1.1,22.97134,88.45916,Ward 9,"General Hospital Gate #2, Kalyani Highway, Ward 9"
CMP-12805,General inspection request for Public Toilet & Urinal Hygiene near Industrial Park Gate #1.,Inspection of Public Toilet & Urinal Hygiene,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,LOW,Low,Highway,44,5,0,0,5.3,22.98152,88.41954,Ward 16,"Industrial Park Gate #1, Market Bypass, Ward 16"
CMP-12806,Noticeable delay and recurring problem regarding Mosquito Breeding & Dengue Risk affecting residents on Old Court Road.,Recurring Mosquito Breeding & Dengue Risk Problem,Public Health & Sanitation,Mosquito Breeding & Dengue Risk,Public Health & Sanitation,MEDIUM,Medium,Residential,144,7,0,0,3.6,22.97338,88.43632,Ward 19,"Water Tank #4, Old Court Road, Ward 19"
CMP-12807,Serious civic breakdown and public risk caused by Public Toilet & Urinal Hygiene near Industrial Park Gate #1.,Substantial Risk: Public Toilet & Urinal Hygiene,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,HIGH,High,Residential,558,2,0,0,2.1,22.96225,88.44118,Ward 2,"Industrial Park Gate #1, Hospital Road, Ward 2"
CMP-12808,Emergency catastrophic disaster in Public Health & Sanitation on Bazaar Street; human lives in immediate extreme peril!,Emergency Crisis in Public Health & Sanitation,Public Health & Sanitation,Mosquito Breeding & Dengue Risk,Public Health & Sanitation,CRITICAL,Critical,Market,1452,3,1,0,1.4,22.96004,88.41228,Ward 9,"Kalyani Stadium, Bazaar Street, Ward 9"
CMP-12809,Routine query and minor maintenance request regarding Flood Inundation on Kalyani Highway.,Routine Flood Inundation,Disaster Management,Flood Inundation,Disaster Management,LOW,Low,Hospital,14,3,0,0,5.6,22.97419,88.45476,Ward 16,"Post Office Square, Kalyani Highway, Ward 16"
CMP-12810,Continuous citizen inconvenience caused by malfunctioning Cyclone Damage near Post Office Square.,Inconvenience with Cyclone Damage,Disaster Management,Cyclone Damage,Disaster Management,MEDIUM,Medium,Hospital,158,13,0,0,3.3,22.93051,88.42067,Ward 1,"Post Office Square, Kabi Nazrul Sarani, Ward 1"
CMP-12811,Severe disruption and substantial public impact due to major failure in Flood Inundation on Netaji Subhash Avenue.,Major Disruption in Flood Inundation,Disaster Management,Flood Inundation,Disaster Management,HIGH,High,Public Park,582,12,0,0,2.1,22.97303,88.41808,Ward 6,"Town Hall Complex, Netaji Subhash Avenue, Ward 6"
CMP-12812,Life-threatening emergency collapse regarding Cyclone Damage near Electricity Substation; immediate disaster intervention required!,Life Threatening Cyclone Damage,Disaster Management,Cyclone Damage,Disaster Management,CRITICAL,Critical,Industrial,502,1,1,0,1.4,22.9678,88.43776,Ward 14,"Electricity Substation, School Lane, Ward 14"
CMP-12813,Routine query and minor maintenance request regarding Industrial Air Smoke on Bazaar Street.,Routine Industrial Air Smoke,Environment & Pollution,Industrial Air Smoke,Environment & Pollution,LOW,Low,Commercial,1,8,0,0,5.5,22.97987,88.4334,Ward 2,"Industrial Park Gate #1, Bazaar Street, Ward 2"
CMP-12814,Environment & Pollution-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Environment & Pollution,Industrial Air Smoke,Environment & Pollution,MEDIUM,Medium,Highway,38,6,0,0,3.6,22.95511,88.46899,Ward 1,"General Hospital Gate #2, Rabindra Path, Ward 1"
CMP-12815,Serious civic breakdown and public risk caused by Chemical Effluent Discharge near Government Girls High School.,Substantial Risk: Chemical Effluent Discharge,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,HIGH,High,Highway,722,3,0,0,2.2,22.94221,88.4387,Ward 6,"Government Girls High School, Kalyani Highway, Ward 6"
CMP-12816,आपातकालीन जानलेवा संकट! Environment & Pollution पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,CRITICAL,Critical,Slum Area,752,2,1,0,1.1,22.99163,88.48924,Ward 2,"General Hospital Gate #2, Netaji Subhash Avenue, Ward 2"
CMP-12817,General inspection request for Park Lighting Outage near General Hospital Gate #2.,Inspection of Park Lighting Outage,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,LOW,Low,Commercial,3,8,0,0,5.3,22.98331,88.39011,Ward 14,"General Hospital Gate #2, Lake View Road, Ward 14"
CMP-12818,Parks & Public Spaces-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Parks & Public Spaces,Damaged Swings & Playground,Parks & Public Spaces,MEDIUM,Medium,Commercial,138,11,0,0,3.6,22.95286,88.41838,Ward 17,"City Central Station, Station Road, Ward 17"
CMP-12819,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Parks & Public Spaces-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Parks & Public Spaces,Damaged Swings & Playground,Parks & Public Spaces,HIGH,High,School,765,6,0,0,2.0,22.9933,88.45918,Ward 5,"Community Health Center, Rabindra Path, Ward 5"
CMP-12820,आपातकालीन जानलेवा संकट! Parks & Public Spaces पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,CRITICAL,Critical,Industrial,854,3,1,0,1.3,22.95339,88.47374,Ward 20,"Public Library, Ring Road, Ward 20"
CMP-12821,Building & Municipal Engineering সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,LOW,Low,Market,50,2,0,0,5.3,22.92095,88.44546,Ward 3,"Town Hall Complex, School Lane, Ward 3"
CMP-12822,Continuous citizen inconvenience caused by malfunctioning Dangerous Dilapidated Building near Public Library.,Inconvenience with Dangerous Dilapidated Building,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,MEDIUM,Medium,Commercial,94,20,0,0,3.3,22.99972,88.42447,Ward 7,"Public Library, Barrackpore Trunk Road, Ward 7"
CMP-12823,Severe disruption and substantial public impact due to major failure in Unauthorized Construction on Gandhi Marg.,Major Disruption in Unauthorized Construction,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,HIGH,High,Industrial,390,2,0,0,2.4,23.01004,88.40378,Ward 12,"Bus Terminus, Gandhi Marg, Ward 12"
CMP-12824,आपातकालीन जानलेवा संकट! Building & Municipal Engineering पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,CRITICAL,Critical,Hospital,150,4,1,0,1.1,22.97311,88.47244,Ward 7,"Post Office Square, Industrial Estate Road, Ward 7"
CMP-12825,Land & Land Records সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Land & Land Records,Encroachment on Govt Land,Land & Land Records,LOW,Low,Highway,34,4,0,0,5.4,22.96014,88.44595,Ward 5,"Bus Terminus, Kalyani Highway, Ward 5"
CMP-12826,Land & Land Records की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Land & Land Records,Mutation Record Discrepancy,Land & Land Records,MEDIUM,Medium,Public Park,118,11,0,0,3.4,22.97881,88.39521,Ward 14,"General Hospital Gate #2, Kabi Nazrul Sarani, Ward 14"
CMP-12827,Severe disruption and substantial public impact due to major failure in Encroachment on Govt Land on Ring Road.,Major Disruption in Encroachment on Govt Land,Land & Land Records,Encroachment on Govt Land,Land & Land Records,HIGH,High,Public Park,248,11,0,0,2.7,22.94131,88.42596,Ward 8,"Electricity Substation, Ring Road, Ward 8"
CMP-12828,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Land & Land Records-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Land & Land Records,Encroachment on Govt Land,Land & Land Records,CRITICAL,Critical,Industrial,1130,3,1,0,1.2,23.02282,88.40088,Ward 11,"Public Library, Temple Road, Ward 11"
CMP-12829,General inspection request for Slum Civic Infrastructure near Sub-Divisional Court.,Inspection of Slum Civic Infrastructure,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,LOW,Low,Public Park,26,3,0,0,5.9,22.99393,88.44443,Ward 2,"Sub-Divisional Court, Bazaar Street, Ward 2"
CMP-12830,Housing & Urban Development-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,MEDIUM,Medium,Hospital,129,17,0,0,3.3,22.98928,88.41591,Ward 2,"General Hospital Gate #2, Old Court Road, Ward 2"
CMP-12831,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Housing & Urban Development तुरंत संज्ञान ले।",गंभीर समस्या,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,HIGH,High,Highway,684,7,0,0,2.5,22.95072,88.43117,Ward 3,"Electricity Substation, Railway Colony Road, Ward 3"
CMP-12832,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Housing & Urban Development-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,CRITICAL,Critical,Residential,431,2,1,0,1.1,22.95031,88.45253,Ward 20,"Post Office Square, Bazaar Street, Ward 20"
CMP-12833,Routine query and minor maintenance request regarding Bus Route Absence on Rabindra Path.,Routine Bus Route Absence,Public Transport,Bus Route Absence,Public Transport,LOW,Low,Commercial,50,6,0,0,5.6,23.00523,88.3895,Ward 2,"Community Health Center, Rabindra Path, Ward 2"
CMP-12834,Public Transport की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Public Transport,Passenger Overcharging,Public Transport,MEDIUM,Medium,School,185,6,0,0,3.7,23.03764,88.42271,Ward 4,"City Central Station, Temple Road, Ward 4"
CMP-12835,Severe disruption and substantial public impact due to major failure in Bus Route Absence on Market Bypass.,Major Disruption in Bus Route Absence,Public Transport,Bus Route Absence,Public Transport,HIGH,High,Commercial,569,8,0,0,2.6,22.96842,88.39969,Ward 20,"Electricity Substation, Market Bypass, Ward 20"
CMP-12836,Emergency catastrophic disaster in Public Transport on Hospital Road; human lives in immediate extreme peril!,Emergency Crisis in Public Transport,Public Transport,Bus Route Absence,Public Transport,CRITICAL,Critical,Market,614,4,1,0,1.2,23.00121,88.41305,Ward 2,"Community Health Center, Hospital Road, Ward 2"
CMP-12837,General inspection request for Classroom Roof Seepage near City Central Station.,Inspection of Classroom Roof Seepage,Education & School Infrastructure,Classroom Roof Seepage,Education & School Infrastructure,LOW,Low,Highway,26,10,0,0,5.4,22.98984,88.43408,Ward 8,"City Central Station, College Street, Ward 8"
CMP-12838,Education & School Infrastructure-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Education & School Infrastructure,School Toilet Defect,Education & School Infrastructure,MEDIUM,Medium,Residential,189,8,0,0,3.6,22.98095,88.44599,Ward 3,"Municipal Market, School Lane, Ward 3"
CMP-12839,Serious civic breakdown and public risk caused by Classroom Roof Seepage near Electricity Substation.,Substantial Risk: Classroom Roof Seepage,Education & School Infrastructure,Classroom Roof Seepage,Education & School Infrastructure,HIGH,High,Highway,371,14,0,0,2.2,22.98079,88.41082,Ward 2,"Electricity Substation, College Street, Ward 2"
CMP-12840,Emergency catastrophic disaster in Education & School Infrastructure on College Street; human lives in immediate extreme peril!,Emergency Crisis in Education & School Infrastructure,Education & School Infrastructure,School Toilet Defect,Education & School Infrastructure,CRITICAL,Critical,Commercial,1442,1,1,0,1.5,22.95914,88.46222,Ward 11,"Water Tank #4, College Street, Ward 11"
CMP-12841,Routine query and minor maintenance request regarding Hospital OPD Service Delay on Old Court Road.,Routine Hospital OPD Service Delay,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,LOW,Low,Highway,47,3,0,0,5.5,22.98005,88.42163,Ward 19,"Public Library, Old Court Road, Ward 19"
CMP-12842,Healthcare & Hospital Facilities-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,MEDIUM,Medium,Hospital,23,17,0,0,3.3,22.93138,88.40762,Ward 2,"Community Health Center, Kalyani Highway, Ward 2"
CMP-12843,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Healthcare & Hospital Facilities तुरंत संज्ञान ले।",गंभीर समस्या,Healthcare & Hospital Facilities,Shortage of Critical Medicine,Healthcare & Hospital Facilities,HIGH,High,Industrial,771,5,0,0,2.2,22.9803,88.45926,Ward 15,"Electricity Substation, Market Bypass, Ward 15"
CMP-12844,Emergency catastrophic disaster in Healthcare & Hospital Facilities on Railway Colony Road; human lives in immediate extreme peril!,Emergency Crisis in Healthcare & Hospital Facilities,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,CRITICAL,Critical,School,1328,1,1,0,1.2,22.95295,88.39793,Ward 3,"Industrial Park Gate #1, Railway Colony Road, Ward 3"
CMP-12845,Routine query and minor maintenance request regarding Canal Water Siltation on Station Road.,Routine Canal Water Siltation,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,LOW,Low,School,19,10,0,0,5.6,23.00958,88.46566,Ward 10,"Children's Park, Station Road, Ward 10"
CMP-12846,Noticeable delay and recurring problem regarding Canal Water Siltation affecting residents on Lake View Road.,Recurring Canal Water Siltation Problem,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,MEDIUM,Medium,Highway,15,11,0,0,3.6,22.99096,88.47644,Ward 5,"Government Girls High School, Lake View Road, Ward 5"
CMP-12847,Severe disruption and substantial public impact due to major failure in Canal Water Siltation on Lake View Road.,Major Disruption in Canal Water Siltation,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,HIGH,High,Hospital,96,10,0,0,2.3,22.99115,88.42598,Ward 3,"Water Tank #4, Lake View Road, Ward 3"
